id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2019-0186,"The input fields of the Apache Pluto ""Chat Room"" demo portlet 3.0.0 and 3.0.1 are vulnerable to Cross-Site Scripting (XSS) attacks. Mitigation: * Uninstall the ChatRoomDemo war file - or - * migrate to version 3.1.0 of the chat-room-demo war file",Apache,CWE-79,,,,2019-04-26T16:29:00.230,,,nvd,the input fields of the apache pluto chat room demo portlet 300 and 301 are vulnerable to crosssite scripting xss attacks mitigation  uninstall the chatroomdemo war file  or   migrate to version 310 of the chatroomdemo war file,"The input fields of the Apache Pluto ""Chat Room"" demo portlet 3.0.0 and 3.0.1 are vulnerable to Cross-Site Scripting (XSS) attacks. Mitigation: * Uninstall the ChatRoomDemo war file - or - * migrate to version 3.1.0 of the chat-room-demo war file",
CVE-2019-0194,"Apache Camel's File is vulnerable to directory traversal. Camel 2.21.0 to 2.21.3, 2.22.0 to 2.22.2, 2.23.0 and the unsupported Camel 2.x (2.19 and earlier) versions may be also affected.",Apache,CWE-22,,,,2019-04-30T22:29:00.607,,,nvd,apache camels file is vulnerable to directory traversal camel 2210 to 2213 2220 to 2222 2230 and the unsupported camel 2x 219 and earlier versions may be also affected,"Apache Camel's File is vulnerable to directory traversal. Camel 2.21.0 to 2.21.3, 2.22.0 to 2.22.2, 2.23.0 and the unsupported Camel 2.x (2.19 and earlier) versions may be also affected.",
CVE-2019-0213,"In Apache Archiva before 2.2.4, it may be possible to store malicious XSS code into central configuration entries, i.e. the logo URL. The vulnerability is considered as minor risk, as only users with admin role can change the configuration, or the communication between the browser and the Archiva se",Apache,CWE-79,,,,2019-04-30T22:29:00.793,,,nvd,in apache archiva before 224 it may be possible to store malicious xss code into central configuration entries ie the logo url the vulnerability is considered as minor risk as only users with admin role can change the configuration or the communication between the browser and the archiva se,"In Apache Archiva before 2.2.4, it may be possible to store malicious XSS code into central configuration entries, i.e. the logo URL. The vulnerability is considered as minor risk, as only users with admin role can change the configuration, or the communication between the browser and the Archiva se",
CVE-2019-0214,"In Apache Archiva 2.0.0 - 2.2.3, it is possible to write files to the archiva server at arbitrary locations by using the artifact upload mechanism. Existing files can be overwritten, if the archiva run user has appropriate permission on the filesystem for the target file.",Apache,NVD-CWE-noinfo,,,,2019-04-30T22:29:01.027,,,nvd,in apache archiva 200  223 it is possible to write files to the archiva server at arbitrary locations by using the artifact upload mechanism existing files can be overwritten if the archiva run user has appropriate permission on the filesystem for the target file,"In Apache Archiva 2.0.0 - 2.2.3, it is possible to write files to the archiva server at arbitrary locations by using the artifact upload mechanism. Existing files can be overwritten, if the archiva run user has appropriate permission on the filesystem for the target file.",
CVE-2018-8035,"This vulnerability relates to the user's browser processing of DUCC webpage input data.The javascript comprising Apache UIMA DUCC (<= 2.2.2) which runs in the user's browser does not sufficiently filter user supplied inputs, which may result in unintended execution of user supplied javascript code.",Apache,CWE-79,,,,2019-05-01T21:29:00.550,,,nvd,this vulnerability relates to the users browser processing of ducc webpage input datathe javascript comprising apache uima ducc  222 which runs in the users browser does not sufficiently filter user supplied inputs which may result in unintended execution of user supplied javascript code,"This vulnerability relates to the user's browser processing of DUCC webpage input data.The javascript comprising Apache UIMA DUCC (<= 2.2.2) which runs in the user's browser does not sufficiently filter user supplied inputs, which may result in unintended execution of user supplied javascript code.",
CVE-2019-0227,"A Server Side Request Forgery (SSRF) vulnerability affected the Apache Axis 1.4 distribution that was last released in 2006. Security and bug commits commits continue in the projects Axis 1.x Subversion repository, legacy users are encouraged to build from source. The successor to Axis 1.x is Axis2,",Apache,CWE-918,,,,2019-05-01T21:29:00.643,7.5,HIGH,nvd,a server side request forgery ssrf vulnerability affected the apache axis 14 distribution that was last released in 2006 security and bug commits commits continue in the projects axis 1x subversion repository legacy users are encouraged to build from source the successor to axis 1x is axis2,"A Server Side Request Forgery (SSRF) vulnerability affected the Apache Axis 1.4 distribution that was last released in 2006. Security and bug commits commits continue in the projects Axis 1.x Subversion repository, legacy users are encouraged to build from source. The successor to Axis 1.x is Axis2,",
CVE-2018-17201,"Certain input files could make the code hang when Apache Sanselan 0.97-incubator was used to parse them, which could be used in a DoS attack. Note that Apache Sanselan (incubating) was renamed to Apache Commons Imaging.",Apache,NVD-CWE-noinfo,,,,2019-05-06T18:29:00.243,,,nvd,certain input files could make the code hang when apache sanselan 097incubator was used to parse them which could be used in a dos attack note that apache sanselan incubating was renamed to apache commons imaging,"Certain input files could make the code hang when Apache Sanselan 0.97-incubator was used to parse them, which could be used in a DoS attack. Note that Apache Sanselan (incubating) was renamed to Apache Commons Imaging.",
CVE-2018-17202,"Certain input files could make the code to enter into an infinite loop when Apache Sanselan 0.97-incubator was used to parse them, which could be used in a DoS attack. Note that Apache Sanselan (incubating) was renamed to Apache Commons Imaging.",Apache,CWE-835,,,,2019-05-06T18:29:00.303,,,nvd,certain input files could make the code to enter into an infinite loop when apache sanselan 097incubator was used to parse them which could be used in a dos attack note that apache sanselan incubating was renamed to apache commons imaging,"Certain input files could make the code to enter into an infinite loop when Apache Sanselan 0.97-incubator was used to parse them, which could be used in a DoS attack. Note that Apache Sanselan (incubating) was renamed to Apache Commons Imaging.",
CVE-2019-0226,Apache Karaf Config service provides a install method (via service or MBean) that could be used to travel in any directory and overwrite existing file. The vulnerability is low if the Karaf process user has limited permission on the filesystem. Any Apache Karaf version before 4.2.5 is impacted. User,Apache,CWE-22,,,,2019-05-09T14:29:00.243,,,nvd,apache karaf config service provides a install method via service or mbean that could be used to travel in any directory and overwrite existing file the vulnerability is low if the karaf process user has limited permission on the filesystem any apache karaf version before 425 is impacted user,Apache Karaf Config service provides a install method (via service or MBean) that could be used to travel in any directory and overwrite existing file. The vulnerability is low if the Karaf process user has limited permission on the filesystem. Any Apache Karaf version before 4.2.5 is impacted. User,
CVE-2019-11879,"The WEBrick gem 1.4.2 for Ruby allows directory traversal if the attacker once had local access to create a symlink to a location outside of the web root directory. NOTE: The vendor states that this is analogous to Options FollowSymlinks in the Apache HTTP Server, and therefore it is ""not a problem.",Apache,"CWE-22,CWE-59",,,,2019-05-10T16:29:01.737,,,nvd,the webrick gem 142 for ruby allows directory traversal if the attacker once had local access to create a symlink to a location outside of the web root directory note the vendor states that this is analogous to options followsymlinks in the apache http server and therefore it is not a problem,"The WEBrick gem 1.4.2 for Ruby allows directory traversal if the attacker once had local access to create a symlink to a location outside of the web root directory. NOTE: The vendor states that this is analogous to Options FollowSymlinks in the Apache HTTP Server, and therefore it is ""not a problem.",
CVE-2019-10076,"A carefully crafted malicious attachment could trigger an XSS vulnerability on Apache JSPWiki 2.9.0 to 2.11.0.M3, which could lead to session hijacking.",Apache,CWE-79,,,,2019-05-20T21:29:00.753,,,nvd,a carefully crafted malicious attachment could trigger an xss vulnerability on apache jspwiki 290 to 2110m3 which could lead to session hijacking,"A carefully crafted malicious attachment could trigger an XSS vulnerability on Apache JSPWiki 2.9.0 to 2.11.0.M3, which could lead to session hijacking.",
CVE-2019-10077,"A carefully crafted InterWiki link could trigger an XSS vulnerability on Apache JSPWiki 2.9.0 to 2.11.0.M3, which could lead to session hijacking.",Apache,CWE-79,,,,2019-05-20T21:29:00.817,,,nvd,a carefully crafted interwiki link could trigger an xss vulnerability on apache jspwiki 290 to 2110m3 which could lead to session hijacking,"A carefully crafted InterWiki link could trigger an XSS vulnerability on Apache JSPWiki 2.9.0 to 2.11.0.M3, which could lead to session hijacking.",
CVE-2019-10078,"A carefully crafted plugin link invocation could trigger an XSS vulnerability on Apache JSPWiki 2.9.0 to 2.11.0.M3, which could lead to session hijacking. Initial reporting indicated ReferredPagesPlugin, but further analysis showed that multiple plugins were vulnerable.",Apache,CWE-79,,,,2019-05-20T21:29:00.877,,,nvd,a carefully crafted plugin link invocation could trigger an xss vulnerability on apache jspwiki 290 to 2110m3 which could lead to session hijacking initial reporting indicated referredpagesplugin but further analysis showed that multiple plugins were vulnerable,"A carefully crafted plugin link invocation could trigger an XSS vulnerability on Apache JSPWiki 2.9.0 to 2.11.0.M3, which could lead to session hijacking. Initial reporting indicated ReferredPagesPlugin, but further analysis showed that multiple plugins were vulnerable.",
CVE-2019-11231,"An issue was discovered in GetSimple CMS through 3.3.15. insufficient input sanitation in the theme-edit.php file allows upload of files with arbitrary content (PHP code, for example). This vulnerability is triggered by an authenticated user; however, authentication can be bypassed. According to the",Apache,CWE-22,,,,2019-05-22T18:29:00.490,,,nvd,an issue was discovered in getsimple cms through 3315 insufficient input sanitation in the themeeditphp file allows upload of files with arbitrary content php code for example this vulnerability is triggered by an authenticated user however authentication can be bypassed according to the,"An issue was discovered in GetSimple CMS through 3.3.15. insufficient input sanitation in the theme-edit.php file allows upload of files with arbitrary content (PHP code, for example). This vulnerability is triggered by an authenticated user; however, authentication can be bypassed. According to the",
CVE-2019-0201,An issue is present in Apache ZooKeeper 1.0.0 to 3.4.13 and 3.5.0-alpha to 3.5.4-beta. ZooKeeper���s getACL() command doesn���t check any permission when retrieves the ACLs of the requested node and returns all information contained in the ACL Id field as plaintext string. DigestAuthenticationProvider o,Apache,CWE-862,,,,2019-05-23T14:29:07.517,5.9,MEDIUM,nvd,an issue is present in apache zookeeper 100 to 3413 and 350alpha to 354beta zookeepers getacl command doesnt check any permission when retrieves the acls of the requested node and returns all information contained in the acl id field as plaintext string digestauthenticationprovider o,An issue is present in Apache ZooKeeper 1.0.0 to 3.4.13 and 3.5.0-alpha to 3.5.4-beta. ZooKeeper���s getACL() command doesn���t check any permission when retrieves the ACLs of the requested node and returns all information contained in the ACL Id field as plaintext string. DigestAuthenticationProvider o,
CVE-2018-17198,"Server-side Request Forgery (SSRF) and File Enumeration vulnerability in Apache Roller 5.2.1, 5.2.0 and earlier unsupported versions relies on Java SAX Parser to implement its XML-RPC interface and by default that parser supports external entities in XML DOCTYPE, which opens Roller up to SSRF / File",Apache,CWE-918,,,,2019-05-28T18:29:00.273,,,nvd,serverside request forgery ssrf and file enumeration vulnerability in apache roller 521 520 and earlier unsupported versions relies on java sax parser to implement its xmlrpc interface and by default that parser supports external entities in xml doctype which opens roller up to ssrf  file,"Server-side Request Forgery (SSRF) and File Enumeration vulnerability in Apache Roller 5.2.1, 5.2.0 and earlier unsupported versions relies on Java SAX Parser to implement its XML-RPC interface and by default that parser supports external entities in XML DOCTYPE, which opens Roller up to SSRF / File",
CVE-2019-0188,"Apache Camel prior to 2.24.0 contains an XML external entity injection (XXE) vulnerability (CWE-611) due to using an outdated vulnerable JSON-lib library. This affects only the camel-xmljson component, which was removed.",Apache,CWE-611,,,,2019-05-28T19:29:02.550,7.5,HIGH,nvd,apache camel prior to 2240 contains an xml external entity injection xxe vulnerability cwe611 due to using an outdated vulnerable jsonlib library this affects only the camelxmljson component which was removed,"Apache Camel prior to 2.24.0 contains an XML external entity injection (XXE) vulnerability (CWE-611) due to using an outdated vulnerable JSON-lib library. This affects only the camel-xmljson component, which was removed.",
CVE-2019-0221,"The SSI printenv command in Apache Tomcat 9.0.0.M1 to 9.0.0.17, 8.5.0 to 8.5.39 and 7.0.0 to 7.0.93 echoes user provided data without escaping and is, therefore, vulnerable to XSS. SSI is disabled by default. The printenv command is intended for debugging and is unlikely to be present in a productio",Apache,CWE-79,,,,2019-05-28T22:29:00.563,,,nvd,the ssi printenv command in apache tomcat 900m1 to 90017 850 to 8539 and 700 to 7093 echoes user provided data without escaping and is therefore vulnerable to xss ssi is disabled by default the printenv command is intended for debugging and is unlikely to be present in a productio,"The SSI printenv command in Apache Tomcat 9.0.0.M1 to 9.0.0.17, 8.5.0 to 8.5.39 and 7.0.0 to 7.0.93 echoes user provided data without escaping and is, therefore, vulnerable to XSS. SSI is disabled by default. The printenv command is intended for debugging and is unlikely to be present in a productio",
CVE-2018-8029,"In Apache Hadoop versions 3.0.0-alpha1 to 3.1.0, 2.9.0 to 2.9.1, and 2.2.0 to 2.8.4, a user who can escalate to yarn user can possibly run arbitrary commands as root user.",Apache,NVD-CWE-noinfo,,,,2019-05-30T16:29:01.370,,,nvd,in apache hadoop versions 300alpha1 to 310 290 to 291 and 220 to 284 a user who can escalate to yarn user can possibly run arbitrary commands as root user,"In Apache Hadoop versions 3.0.0-alpha1 to 3.1.0, 2.9.0 to 2.9.1, and 2.2.0 to 2.8.4, a user who can escalate to yarn user can possibly run arbitrary commands as root user.",
CVE-2018-6185,"In Cloudera Navigator Key Trustee KMS 5.12 and 5.13, incorrect default ACL values allow remote access to purge and undelete API calls on encryption zone keys. The Navigator Key Trustee KMS includes 2 API calls in addition to those in Apache Hadoop KMS: purge and undelete. The KMS ACL values for thes",Apache,CWE-310,,,,2019-06-07T15:29:00.793,,,nvd,in cloudera navigator key trustee kms 512 and 513 incorrect default acl values allow remote access to purge and undelete api calls on encryption zone keys the navigator key trustee kms includes 2 api calls in addition to those in apache hadoop kms purge and undelete the kms acl values for thes,"In Cloudera Navigator Key Trustee KMS 5.12 and 5.13, incorrect default ACL values allow remote access to purge and undelete API calls on encryption zone keys. The Navigator Key Trustee KMS includes 2 API calls in addition to those in Apache Hadoop KMS: purge and undelete. The KMS ACL values for thes",
CVE-2018-11800,SQL injection vulnerability in Apache Fineract before 1.3.0 allows attackers to execute arbitrary SQL commands via a query on the GroupSummaryCounts related table.,Apache,CWE-89,,,,2019-06-11T17:29:00.207,,,nvd,sql injection vulnerability in apache fineract before 130 allows attackers to execute arbitrary sql commands via a query on the groupsummarycounts related table,SQL injection vulnerability in Apache Fineract before 1.3.0 allows attackers to execute arbitrary SQL commands via a query on the GroupSummaryCounts related table.,
CVE-2018-11801,SQL injection vulnerability in Apache Fineract before 1.3.0 allows attackers to execute arbitrary SQL commands via a query on a m_center data related table.,Apache,CWE-89,,,,2019-06-11T17:29:00.300,,,nvd,sql injection vulnerability in apache fineract before 130 allows attackers to execute arbitrary sql commands via a query on a m_center data related table,SQL injection vulnerability in Apache Fineract before 1.3.0 allows attackers to execute arbitrary SQL commands via a query on a m_center data related table.,
CVE-2019-0220,"A vulnerability was found in Apache HTTP Server 2.4.0 to 2.4.38. When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing wil",Apache,CWE-706,,,,2019-06-11T21:29:00.630,,,nvd,a vulnerability was found in apache http server 240 to 2438 when the path component of a request url contains multiple consecutive slashes  directives such as locationmatch and rewriterule must account for duplicates in regular expressions while other aspects of the servers processing wil,"A vulnerability was found in Apache HTTP Server 2.4.0 to 2.4.38. When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing wil",
CVE-2019-0196,"A vulnerability was found in Apache HTTP Server 2.4.17 to 2.4.38. Using fuzzed network input, the http/2 request handling could be made to access freed memory in string comparison when determining the method of a request and thus process the request incorrectly.",Apache,CWE-416,,,,2019-06-11T22:29:03.747,,,nvd,a vulnerability was found in apache http server 2417 to 2438 using fuzzed network input the http2 request handling could be made to access freed memory in string comparison when determining the method of a request and thus process the request incorrectly,"A vulnerability was found in Apache HTTP Server 2.4.17 to 2.4.38. Using fuzzed network input, the http/2 request handling could be made to access freed memory in string comparison when determining the method of a request and thus process the request incorrectly.",
CVE-2019-0197,"A vulnerability was found in Apache HTTP Server 2.4.34 to 2.4.38. When HTTP/2 was enabled for a http: host or H2Upgrade was enabled for h2 on a https: host, an Upgrade request from http/1.1 to http/2 that was not the first request on a connection could lead to a misconfiguration and crash. Server th",Apache,CWE-444,,,,2019-06-11T22:29:04.170,4.2,MEDIUM,nvd,a vulnerability was found in apache http server 2434 to 2438 when http2 was enabled for a http host or h2upgrade was enabled for h2 on a https host an upgrade request from http11 to http2 that was not the first request on a connection could lead to a misconfiguration and crash server th,"A vulnerability was found in Apache HTTP Server 2.4.34 to 2.4.38. When HTTP/2 was enabled for a http: host or H2Upgrade was enabled for h2 on a https: host, an Upgrade request from http/1.1 to http/2 that was not the first request on a connection could lead to a misconfiguration and crash. Server th",
CVE-2019-10085,"In Apache Allura prior to 1.11.0, a vulnerability exists for stored XSS on the user dropdown selector when creating or editing tickets. The XSS executes when a user engages with that dropdown on that page.",Apache,CWE-79,,,,2019-06-19T00:15:12.313,,,nvd,in apache allura prior to 1110 a vulnerability exists for stored xss on the user dropdown selector when creating or editing tickets the xss executes when a user engages with that dropdown on that page,"In Apache Allura prior to 1.11.0, a vulnerability exists for stored XSS on the user dropdown selector when creating or editing tickets. The XSS executes when a user engages with that dropdown on that page.",
CVE-2017-15694,"When an Apache Geode server versions 1.0.0 to 1.8.0 is operating in secure mode, a user with write permissions for specific data regions can modify internal cluster metadata. A malicious user could modify this data in a way that affects the operation of the cluster.",Apache,CWE-88,,,,2019-06-21T16:15:09.937,,,nvd,when an apache geode server versions 100 to 180 is operating in secure mode a user with write permissions for specific data regions can modify internal cluster metadata a malicious user could modify this data in a way that affects the operation of the cluster,"When an Apache Geode server versions 1.0.0 to 1.8.0 is operating in secure mode, a user with write permissions for specific data regions can modify internal cluster metadata. A malicious user could modify this data in a way that affects the operation of the cluster.",
CVE-2019-10072,The fix for CVE-2019-0199 was incomplete and did not address HTTP/2 connection window exhaustion on write in Apache Tomcat versions 9.0.0.M1 to 9.0.19 and 8.5.0 to 8.5.40 . By not sending WINDOW_UPDATE messages for the connection window (stream 0) clients were able to cause server-side threads to bl,Apache,CWE-667,,,,2019-06-21T18:15:09.513,,,nvd,the fix for cve20190199 was incomplete and did not address http2 connection window exhaustion on write in apache tomcat versions 900m1 to 9019 and 850 to 8540  by not sending window_update messages for the connection window stream 0 clients were able to cause serverside threads to bl,The fix for CVE-2019-0199 was incomplete and did not address HTTP/2 connection window exhaustion on write in Apache Tomcat versions 9.0.0.M1 to 9.0.19 and 8.5.0 to 8.5.40 . By not sending WINDOW_UPDATE messages for the connection window (stream 0) clients were able to cause server-side threads to bl,
CVE-2019-12938,"The Roundcube component of Analogic Poste.io 2.1.6 uses .htaccess to protect the logs/ folder, which is effective with the Apache HTTP Server but is ineffective with nginx. Attackers can read logs via the webmail/logs/sendmail URI.",Apache,CWE-693,,,,2019-06-24T14:15:09.857,,,nvd,the roundcube component of analogic posteio 216 uses htaccess to protect the logs folder which is effective with the apache http server but is ineffective with nginx attackers can read logs via the webmaillogssendmail uri,"The Roundcube component of Analogic Poste.io 2.1.6 uses .htaccess to protect the logs/ folder, which is effective with the Apache HTTP Server but is ineffective with nginx. Attackers can read logs via the webmail/logs/sendmail URI.",
CVE-2014-9699,"The MakerBot Replicator 5G printer runs an Apache HTTP Server with directory indexing enabled. Apache logs, system logs, design files (i.e., a history of print files), and more are exposed to unauthenticated attackers through this HTTP server.",Apache,CWE-200,,,,2019-06-24T21:15:11.270,,,nvd,the makerbot replicator 5g printer runs an apache http server with directory indexing enabled apache logs system logs design files ie a history of print files and more are exposed to unauthenticated attackers through this http server,"The MakerBot Replicator 5G printer runs an Apache HTTP Server with directory indexing enabled. Apache logs, system logs, design files (i.e., a history of print files), and more are exposed to unauthenticated attackers through this HTTP server.",
CVE-2019-13035,"Artica Pandora FMS 7.0 NG before 735 suffers from local privilege escalation due to improper permissions on C:\PandoraFMS and its sub-folders, allowing standard users to create new files. Moreover, the Apache service httpd.exe will try to execute cmd.exe from C:\PandoraFMS (the current directory) as",Apache,NVD-CWE-noinfo,,,,2019-06-29T13:15:08.713,,,nvd,artica pandora fms 70 ng before 735 suffers from local privilege escalation due to improper permissions on cpandorafms and its subfolders allowing standard users to create new files moreover the apache service httpdexe will try to execute cmdexe from cpandorafms the current directory as,"Artica Pandora FMS 7.0 NG before 735 suffers from local privilege escalation due to improper permissions on C:\PandoraFMS and its sub-folders, allowing standard users to create new files. Moreover, the Apache service httpd.exe will try to execute cmd.exe from C:\PandoraFMS (the current directory) as",
CVE-2018-17196,"In Apache Kafka versions between 0.11.0.0 and 2.1.0, it is possible to manually craft a Produce request which bypasses transaction/idempotent ACL validation. Only authenticated clients with Write permission on the respective topics are able to exploit this vulnerability. Users should upgrade to 2.1.",Apache,NVD-CWE-noinfo,,,,2019-07-11T21:15:09.530,,,nvd,in apache kafka versions between 01100 and 210 it is possible to manually craft a produce request which bypasses transactionidempotent acl validation only authenticated clients with write permission on the respective topics are able to exploit this vulnerability users should upgrade to 21,"In Apache Kafka versions between 0.11.0.0 and 2.1.0, it is possible to manually craft a Produce request which bypasses transaction/idempotent ACL validation. Only authenticated clients with Write permission on the respective topics are able to exploit this vulnerability. Users should upgrade to 2.1.",
CVE-2019-0234,A Reflected Cross-site Scripting (XSS) vulnerability exists in Apache Roller. Roller's Math Comment Authenticator did not property sanitize user input and could be exploited to perform Reflected Cross Site Scripting (XSS). The mitigation for this vulnerability is to upgrade to the latest version of,Apache,CWE-79,,,,2019-07-15T22:15:12.133,6.1,MEDIUM,nvd,a reflected crosssite scripting xss vulnerability exists in apache roller rollers math comment authenticator did not property sanitize user input and could be exploited to perform reflected cross site scripting xss the mitigation for this vulnerability is to upgrade to the latest version of,A Reflected Cross-site Scripting (XSS) vulnerability exists in Apache Roller. Roller's Math Comment Authenticator did not property sanitize user input and could be exploited to perform Reflected Cross Site Scripting (XSS). The mitigation for this vulnerability is to upgrade to the latest version of,
CVE-2019-13980,"In Directus 7 API through 2.3.0, uploading of PHP files is blocked only when the Apache HTTP Server is used, leading to uploads/_/originals remote code execution with nginx.",Apache,CWE-434,,,,2019-07-19T15:15:12.250,,,nvd,in directus 7 api through 230 uploading of php files is blocked only when the apache http server is used leading to uploads_originals remote code execution with nginx,"In Directus 7 API through 2.3.0, uploading of PHP files is blocked only when the Apache HTTP Server is used, leading to uploads/_/originals remote code execution with nginx.",
CVE-2019-11989,"A security vulnerability in HPE IceWall SSO Agent Option and IceWall MFA (Agent module ) could be exploited remotely to cause a denial of service. The versions and platforms of Agent Option modules that are impacted are as follows: 10.0 for Apache 2.2 on RHEL 5 and 6, 10.0 for Apache 2.4 on RHEL 7, ",Apache,NVD-CWE-noinfo,,,,2019-07-19T22:15:11.387,,,nvd,a security vulnerability in hpe icewall sso agent option and icewall mfa agent module  could be exploited remotely to cause a denial of service the versions and platforms of agent option modules that are impacted are as follows 100 for apache 22 on rhel 5 and 6 100 for apache 24 on rhel 7,"A security vulnerability in HPE IceWall SSO Agent Option and IceWall MFA (Agent module ) could be exploited remotely to cause a denial of service. The versions and platforms of Agent Option modules that are impacted are as follows: 10.0 for Apache 2.2 on RHEL 5 and 6, 10.0 for Apache 2.4 on RHEL 7, ",
CVE-2018-11779,"In Apache Storm versions 1.1.0 to 1.2.2, when the user is using the storm-kafka-client or storm-kafka modules, it is possible to cause the Storm UI daemon to deserialize user provided bytes into a Java class.",Apache,CWE-502,,,,2019-07-26T00:15:10.840,,,nvd,in apache storm versions 110 to 122 when the user is using the stormkafkaclient or stormkafka modules it is possible to cause the storm ui daemon to deserialize user provided bytes into a java class,"In Apache Storm versions 1.1.0 to 1.2.2, when the user is using the storm-kafka-client or storm-kafka modules, it is possible to cause the Storm UI daemon to deserialize user provided bytes into a Java class.",
CVE-2019-0202,"The Apache Storm Logviewer daemon exposes HTTP-accessible endpoints to read/search log files on hosts running Storm. In Apache Storm versions 0.9.1-incubating to 1.2.2, it is possible to read files off the host's file system that were not intended to be accessible via these endpoints.",Apache,"CWE-200,CWE-532",,,,2019-07-26T00:15:11.027,,,nvd,the apache storm logviewer daemon exposes httpaccessible endpoints to readsearch log files on hosts running storm in apache storm versions 091incubating to 122 it is possible to read files off the hosts file system that were not intended to be accessible via these endpoints,"The Apache Storm Logviewer daemon exposes HTTP-accessible endpoints to read/search log files on hosts running Storm. In Apache Storm versions 0.9.1-incubating to 1.2.2, it is possible to read files off the host's file system that were not intended to be accessible via these endpoints.",
CVE-2018-11772,Apache VCL versions 2.1 through 2.5 do not properly validate cookie input when determining what node (if any) was previously selected in the privilege tree. The cookie data is then used in an SQL statement. This allows for an SQL injection attack. Access to this portion of a VCL system requires admi,Apache,CWE-89,,,,2019-07-29T19:15:10.980,,,nvd,apache vcl versions 21 through 25 do not properly validate cookie input when determining what node if any was previously selected in the privilege tree the cookie data is then used in an sql statement this allows for an sql injection attack access to this portion of a vcl system requires admi,Apache VCL versions 2.1 through 2.5 do not properly validate cookie input when determining what node (if any) was previously selected in the privilege tree. The cookie data is then used in an SQL statement. This allows for an SQL injection attack. Access to this portion of a VCL system requires admi,
CVE-2018-11773,Apache VCL versions 2.1 through 2.5 do not properly validate form input when processing a submitted block allocation. The form data is then used as an argument to the php built in function strtotime. This allows for an attack against the underlying implementation of that function. The implementation,Apache,CWE-20,,,,2019-07-29T19:15:11.077,,,nvd,apache vcl versions 21 through 25 do not properly validate form input when processing a submitted block allocation the form data is then used as an argument to the php built in function strtotime this allows for an attack against the underlying implementation of that function the implementation,Apache VCL versions 2.1 through 2.5 do not properly validate form input when processing a submitted block allocation. The form data is then used as an argument to the php built in function strtotime. This allows for an attack against the underlying implementation of that function. The implementation,
CVE-2018-11774,Apache VCL versions 2.1 through 2.5 do not properly validate form input when adding and removing VMs to and from hosts. The form data is then used in SQL statements. This allows for an SQL injection attack. Access to this portion of a VCL system requires admin level rights. Other layers of security,Apache,CWE-89,,,,2019-07-29T19:15:11.153,,,nvd,apache vcl versions 21 through 25 do not properly validate form input when adding and removing vms to and from hosts the form data is then used in sql statements this allows for an sql injection attack access to this portion of a vcl system requires admin level rights other layers of security,Apache VCL versions 2.1 through 2.5 do not properly validate form input when adding and removing VMs to and from hosts. The form data is then used in SQL statements. This allows for an SQL injection attack. Access to this portion of a VCL system requires admin level rights. Other layers of security,
CVE-2018-20885,cPanel before 74.0.0 allows Apache HTTP Server configuration injection because of DocumentRoot variable interpolation (SEC-416).,Apache,CWE-74,,,,2019-08-01T13:15:13.147,,,nvd,cpanel before 7400 allows apache http server configuration injection because of documentroot variable interpolation sec416,cPanel before 74.0.0 allows Apache HTTP Server configuration injection because of DocumentRoot variable interpolation (SEC-416).,
CVE-2015-7559,It was found that the Apache ActiveMQ client before 5.14.5 exposed a remote shutdown command in the ActiveMQConnection class. An attacker logged into a compromised broker could use this flaw to achieve denial of service on a connected client.,Apache,"CWE-20,CWE-306",,,,2019-08-01T14:15:10.940,2.7,LOW,nvd,it was found that the apache activemq client before 5145 exposed a remote shutdown command in the activemqconnection class an attacker logged into a compromised broker could use this flaw to achieve denial of service on a connected client,It was found that the Apache ActiveMQ client before 5.14.5 exposed a remote shutdown command in the ActiveMQConnection class. An attacker logged into a compromised broker could use this flaw to achieve denial of service on a connected client.,
CVE-2019-0193,"In Apache Solr, the DataImportHandler, an optional but popular module to pull in data from databases and other sources, has a feature in which the whole DIH configuration can come from a request's ""dataConfig"" parameter. The debug mode of the DIH admin screen uses this to allow convenient debugging ",Apache,CWE-94,,,,2019-08-01T14:15:13.113,7.2,HIGH,nvd,in apache solr the dataimporthandler an optional but popular module to pull in data from databases and other sources has a feature in which the whole dih configuration can come from a requests dataconfig parameter the debug mode of the dih admin screen uses this to allow convenient debugging,"In Apache Solr, the DataImportHandler, an optional but popular module to pull in data from databases and other sources, has a feature in which the whole DIH configuration can come from a request's ""dataConfig"" parameter. The debug mode of the DIH admin screen uses this to allow convenient debugging ",
CVE-2018-20932,cPanel before 70.0.23 exposes Apache HTTP Server logs after creation of certain domains (SEC-406).,Apache,CWE-538,,,,2019-08-01T16:15:13.990,,,nvd,cpanel before 70023 exposes apache http server logs after creation of certain domains sec406,cPanel before 70.0.23 exposes Apache HTTP Server logs after creation of certain domains (SEC-406).,
